[[0.82136406 1.64791843        nan 0.        ]
 [0.         0.442919   0.82785871 0.        ]
 [0.         0.         0.3050718  0.        ]
 [0.         0.         0.         0.        ]]
         13158080 function calls (13139699 primitive calls) in 13.799 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 selection.py:3(<module>)
       80    0.000    0.000    0.000    0.000 argparse.py:233(_add_item)
        2    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
       78    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
      124    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        9    0.000    0.000    0.000    0.000 c_parser.py:766(p_declaration_specifiers_no_type_2)
       19    0.000    0.000    0.000    0.000 enum.py:63(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:628(find)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
      124    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        1    0.000    0.000    0.000    0.000 plyparser.py:11(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 shutil.py:1064(get_terminal_size)
       66    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
      272    0.000    0.000    0.000    0.000 inspect.py:2527(kind)
        2    0.000    0.000    0.000    0.000 coloransi.py:48(make_color_table)
      124    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       16    0.000    0.000    0.000    0.000 arrayprint.py:693(_extendLine)
       14    0.000    0.000    0.000    0.000 plyparser.py:35(_create_opt_rule)
       10    0.000    0.000    0.000    0.000 numeric.py:2758(geterr)
        5    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
        1    0.000    0.000    0.000    0.000 windows_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patch_stdout.py:19(<module>)
       78    0.000    0.000    0.000    0.000 _internal.py:851(<genexpr>)
      124    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       35    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
        1    0.000    0.000    0.000    0.000 case.py:351(TestCase)
        1    0.000    0.000    0.000    0.000 build.py:3(<module>)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        2    0.000    0.000    0.000    0.000 os.py:729(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:3003(__contains__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 typing.py:290(_SpecialForm)
       61    0.000    0.000    0.000    0.000 commontypes.py:25(resolve_common_type)
        1    0.000    0.000    0.000    0.000 context.py:44(CompiledObject)
       82    0.000    0.000    0.000    0.000 token.py:25(__init__)
        1    0.000    0.000    0.000    0.000 generics.py:3(<module>)
       53    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:951(parse_template)
       32    0.000    0.000    0.000    0.000 normalizer.py:100(decorator)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
       92    0.000    0.000    0.000    0.000 argparse.py:566(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:145(TokenTransformBase)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       37    0.000    0.000    0.000    0.000 magic_arguments.py:180(__call__)
        1    0.000    0.000    0.000    0.000 python.py:848(NumPyLexer)
        1    0.000    0.000    0.000    0.000 word_completer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minicompat.py:5(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:183(decorator)
        1    0.000    0.000    0.000    0.000 typing.py:1544(BinaryIO)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
        1    0.000    0.000    0.000    0.000 classes.py:37(BaseDefinition)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 async_helpers.py:11(<module>)
        2    0.000    0.000    0.000    0.000 _datasource.py:504(_sanitize_relative_path)
       18    0.000    0.000    0.000    0.000 magic.py:86(magics_class)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        2    0.000    0.000    0.000    0.000 dist.py:483(_finalize_requires)
        4    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 cmd.py:43(<module>)
      266    0.000    0.000    0.000    0.000 inspect.py:2523(annotation)
        3    0.000    0.000    0.000    0.000 pyparsing.py:433(__delitem__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:755(copy)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 platform.py:752(_node)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       11    0.000    0.000    0.000    0.000 magic_arguments.py:102(add_usage)
      384    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
      117    0.000    0.000    0.000    0.000 c_ast.py:955(__init__)
        1    0.000    0.000    0.000    0.000 in_memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dialogs.py:3(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        9    0.000    0.000    0.000    0.000 c_parser.py:761(p_declaration_specifiers_no_type_1)
        3    0.000    0.000    0.000    0.000 monkey.py:47(get_unpatched_class)
        1    0.000    0.000    0.000    0.000 Regexps.py:85(CodeRanges)
        1    0.000    0.000    0.000    0.000 buffer.py:131(Buffer)
       57    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       44    0.000    0.000    0.000    0.000 argparse.py:197(_dedent)
       10    0.000    0.000    0.000    0.000 ipstruct.py:41(__init__)
        1    0.000    0.000    0.000    0.000 tempdir.py:5(<module>)
        8    0.000    0.000    0.000    0.000 platform.py:1148(_sys_version)
       11    0.000    0.000    0.000    0.000 loader.py:252(__getitem__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 clipboard.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:175(ones)
        3    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:700(contains)
        1    0.000    0.000    0.000    0.000 configurable.py:33(Configurable)
        1    0.000    0.000    0.000    0.000 pydoc.py:369(Doc)
       20    0.000    0.000    0.000    0.000 __init__.py:2263(_is_unpacked_egg)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:18(Signature)
        1    0.000    0.000    0.000    0.000 core.py:6283(__array_finalize__)
       21    0.000    0.000    0.000    0.000 traitlets.py:941(class_init)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        1    0.000    0.000    0.000    0.000 displayhook.py:23(DisplayHook)
        1    0.000    0.000    0.000    0.000 settings.py:52(<module>)
        4    0.000    0.000    0.000    0.000 sysconfig.py:76(get_python_inc)
      242    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       11    0.000    0.000    0.000    0.000 re.py:252(escape)
       35    0.000    0.000    0.000    0.000 StringEncoding.py:231(<listcomp>)
        8    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        5    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 prefilter.py:532(PrefilterHandler)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 filecmp.py:11(<module>)
        2    0.000    0.000    0.000    0.000 c_parser.py:1277(p_parameter_declaration_2)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:8(get_extension)
        5    0.000    0.000    0.000    0.000 traitlets.py:2151(<listcomp>)
        9    0.000    0.000    0.000    0.000 typing.py:530(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       77    0.000    0.000    0.000    0.000 overrides.py:104(decorator)
       63    0.000    0.000    0.000    0.000 old_build_ext.py:159(__setattr__)
       22    0.000    0.000    0.000    0.000 six.py:824(metaclass)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 log.py:3(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
        6    0.000    0.000    0.000    0.000 traitlets.py:1530(__init__)
        1    0.000    0.000    0.000    0.000 prefilter.py:344(PrefilterTransformer)
        1    0.000    0.000    0.000    0.000 install_scripts.py:4(<module>)
       22    0.000    0.000    0.000    0.000 TypeSlots.py:277(__init__)
        1    0.000    0.000    0.000    0.000 dummy.py:1(<module>)
       18    0.000    0.000    0.000    0.000 six.py:126(__init__)
       30    0.000    0.000    0.000    0.000 StringEncoding.py:224(<listcomp>)
        1    0.000    0.000    0.000    0.000 filelist.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        1    0.000    0.000    0.000    0.000 timeit.py:49(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:661(__hash__)
        1    0.000    0.000    0.000    0.000 prefilter.py:78(PrefilterManager)
       32    0.000    0.000    0.000    0.000 normalizer.py:88(_register_rule)
        2    0.000    0.000    0.000    0.000 functools.py:747(singledispatch)
      189    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       15    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
       15    0.000    0.000    0.000    0.000 traitlets.py:2558(class_init)
        1    0.000    0.000    0.000    0.000 build_ext.py:638(get_ext_fullpath)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:1(<module>)
       52    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      144    0.000    0.000    0.000    0.000 inspect.py:2827(parameters)
        2    0.000    0.000    0.000    0.000 build_ext.py:105(get_ext_filename)
        1    0.000    0.000    0.000    0.000 emacs.py:2(<module>)
       50    0.000    0.000    0.000    0.000 PyrexTypes.py:279(same_as_resolved_type)
        2    0.000    0.000    0.000    0.000 typing.py:1168(__class_getitem__)
        1    0.000    0.000    0.000    0.000 hooks.py:29(<module>)
        1    0.000    0.000    0.000    0.000 model.py:91(build_backend_type)
        1    0.000    0.000    0.000    0.000 build_ext.py:126(initialize_options)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 Transitions.py:7(<module>)
        6    0.000    0.000    0.000    0.000 npyio.py:1022(split_line)
        1    0.000    0.000    0.000    0.000 msvc.py:464(SystemInfo)
        5    0.000    0.000    0.000    0.000 npyio.py:1061(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        1    0.000    0.000    0.000    0.000 Regexps.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 filter.py:10(<module>)
        1    0.000    0.000    0.000    0.000 key_bindings.py:357(decorator)
        1    0.000    0.000    0.000    0.000 mouse_events.py:17(<module>)
       18    0.000    0.000    0.000    0.000 cache.py:56(decorator)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:2889(size)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        2    0.000    0.000    0.000    0.000 sentinel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 embed.py:110(InteractiveShellEmbed)
       22    0.000    0.000    0.000    0.000 argparse.py:245(end_section)
       32    0.000    0.000    0.000    0.000 c_parser.py:172(_add_identifier)
       35    0.000    0.000    0.000    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
        1    0.000    0.000    0.000    0.000 debugger.py:214(Pdb)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
      114    0.000    0.000    0.000    0.000 Shadow.py:314(PointerInstance)
       43    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      135    0.000    0.000    0.000    0.000 enum.py:602(name)
      102    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     11/6    0.000    0.000    0.000    0.000 _internal.py:926(__call__)
      211    0.000    0.000    0.000    0.000 argparse.py:658(<genexpr>)
       32    0.000    0.000    0.000    0.000 vengine_cpy.py:403(<listcomp>)
       45    0.000    0.000    0.000    0.000 enum.py:834(_high_bit)
        5    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
       26    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
